Date,Year,Month,DOY,Max_Temp,Min_Temp ,Mean_Temp ,HeatDegDays ,CoolDegDays ,Total_Rain_mm,Total_Snow_cm,Total_Precip_mm,SnowOnGrnd_cm
2017-12-31,2017,12,31,-22,-33,-27.5,45.5,0,0,0,0,0
2018-01-01,2018,1,1,-9,-31,-20,38,0,0,0,0,0
2018-01-02,2018,1,2,-6,-30,-18,36,0,0,0,0,0
2018-01-03,2018,1,3,-6.5,-16,-11.3,29.3,0,0,0,0,0
2018-01-04,2018,1,4,-9.5,-17,-13.3,31.3,0,0,0,0,0
2018-01-05,2018,1,5,-6,-14.5,-10.3,28.3,0,0,0,0,0
2018-01-06,2018,1,6,3,-14,-5.5,23.5,0,0,0,0,0
2018-01-07,2018,1,7,3.5,-6,-1.3,19.3,0,0,0,0,0
2018-01-08,2018,1,8,-3,-9,-6,24,0,0,0,0,0
2018-01-09,2018,1,9,2,-9,-3.5,21.5,0,0,0,0,0
2018-01-10,2018,1,10,-15,-20,-17.5,35.5,0,0,0,0,0
2018-01-11,2018,1,11,-21,-25.5,-23.3,41.3,0,0,0,0,0
2018-01-12,2018,1,12,-20,-30.5,-25.3,43.3,0,0,0,0,0
2018-01-13,2018,1,13,-8,-30.5,-19.3,37.3,0,0,0,0,0
2018-01-14,2018,1,14,-16,-23,-19.5,37.5,0,0,0,0,0
2018-01-15,2018,1,15,-17.5,-28,-22.8,40.8,0,0,0,0,0
2018-01-16,2018,1,16,1.5,-28,-13.3,31.3,0,0,0,0,0
2018-01-17,2018,1,17,NA,-19,NA,NA,NA,NA,NA,NA,0
2018-01-18,2018,1,18,6.5,NA,NA,NA,NA,0,0,0,NA
2018-01-19,2018,1,19,6,-4.5,0.8,17.2,0,0,0,0,0
2018-01-20,2018,1,20,2.5,-6,-1.8,19.8,0,0,0,0,0
2018-01-21,2018,1,21,0.5,-12,-5.8,23.8,0,0,0,0,0
2018-01-22,2018,1,22,5.5,-12,-3.3,21.3,0,0,0,0,0
2018-01-23,2018,1,23,1,-9.5,-4.3,22.3,0,0,0,0,0
2018-01-24,2018,1,24,-4,-12,-8,26,0,0,0,0,0
2018-01-25,2018,1,25,-0.5,-11,-5.8,23.8,0,0,0,0,0
2018-01-26,2018,1,26,-7,-8,-7.5,25.5,0,0,0,0,0
2018-01-27,2018,1,27,-14.5,-16.5,-15.5,33.5,0,0,0,0,0
2018-01-28,2018,1,28,-15,-22,-18.5,36.5,0,0,0,0,0
2018-01-29,2018,1,29,4,-22,-9,27,0,0,0,0,0
2018-01-30,2018,1,30,4,-19,-7.5,25.5,0,0,0,0,0
2018-01-31,2018,1,31,-15,-17,-16,34,0,0,0,0,0
2018-02-01,2018,2,1,-16,-26.5,-21.3,39.3,0,0,0,0,0
2018-02-02,2018,2,2,-14,-26,-20,38,0,0,7.2,7.2,0
2018-02-03,2018,2,3,-21,-22,-21.5,39.5,0,0,0,0,0
2018-02-04,2018,2,4,-16,-31,-23.5,41.5,0,0,0,0,0
2018-02-05,2018,2,5,-16,-27.5,-21.8,39.8,0,0,0,0,0
2018-02-06,2018,2,6,-16,-29,-22.5,40.5,0,0,0,0,0
2018-02-07,2018,2,7,-14,-28,-21,39,0,0,0,0,0
2018-02-08,2018,2,8,-17,-28,-22.5,40.5,0,0,0,0,0
2018-02-09,2018,2,9,-16,-30,-23,41,0,0,0,0,0
2018-02-10,2018,2,10,-10,-27.5,-18.8,36.8,0,0,0,0,0
2018-02-11,2018,2,11,-19,-20,-19.5,37.5,0,0,0,0,0
2018-02-12,2018,2,12,-8,-33,-20.5,38.5,0,0,0,0,0
2018-02-13,2018,2,13,2.5,-29,-13.3,31.3,0,0,0,0,0
2018-02-14,2018,2,14,0.5,-9,-4.3,22.3,0,0,0,0,0
2018-02-15,2018,2,15,-11.5,-23,-17.3,35.3,0,0,0,0,0
2018-02-16,2018,2,16,-4.5,-24,-14.3,32.3,0,0,0,0,0
2018-02-17,2018,2,17,-10,-18,-14,32,0,0,0,0,0
2018-02-18,2018,2,18,-12,-18,-15,33,0,0,0,0,0
2018-02-19,2018,2,19,-14,-27,-20.5,38.5,0,0,0,0,0
2018-02-20,2018,2,20,-10,-24,-17,35,0,0,0,0,0
2018-02-21,2018,2,21,-10,-27,-18.5,36.5,0,0,0,0,0
2018-02-22,2018,2,22,-8,-25.5,-16.8,34.8,0,0,0,0,0
2018-02-23,2018,2,23,-7,-22,-14.5,32.5,0,0,0,0,0
2018-02-24,2018,2,24,-2.5,-15,-8.8,26.8,0,0,0,0,0
2018-02-25,2018,2,25,-4,-13.5,-8.8,26.8,0,0,0,0,0
2018-02-26,2018,2,26,-3,-12,-7.5,25.5,0,0,0,0,0
2018-02-27,2018,2,27,-1,-15.5,-8.3,26.3,0,0,0,0,0
2018-02-28,2018,2,28,1.5,-14,-6.3,24.3,0,0,0,0,0
2018-03-01,2018,3,1,0,-16,-8,26,0,0,0,0,0
2018-03-02,2018,3,2,-4,-14,-9,27,0,0,0,0,0
2018-03-03,2018,3,3,-3,-11,-7,25,0,0,0,0,0
2018-03-04,2018,3,4,-4,-6.5,-5.3,23.3,0,0,0,0,0
2018-03-05,2018,3,5,-9,-11,-10,28,0,0,0,0,0
2018-03-06,2018,3,6,-8.5,-13,-10.8,28.8,0,0,0,0,0
2018-03-07,2018,3,7,-7.5,-21,-14.3,32.3,0,0,0,0,0
2018-03-08,2018,3,8,-8.5,-24,-16.3,34.3,0,0,0,0,0
2018-03-09,2018,3,9,-3,-23,-13,31,0,0,0,0,0
2018-03-10,2018,3,10,-4,-11,-7.5,25.5,0,0,0,0,0
2018-03-11,2018,3,11,1.5,-11.5,-5,23,0,0,0,0,0
2018-03-12,2018,3,12,-1.5,-16,-8.8,26.8,0,0,0,0,0
2018-03-13,2018,3,13,1.5,-16.5,-7.5,25.5,0,0,0,0,0
2018-03-14,2018,3,14,-2,-15,-8.5,26.5,0,0,0,0,0
2018-03-15,2018,3,15,-4,-14,-9,27,0,0,0,0,0
2018-03-16,2018,3,16,1,-13,-6,24,0,0,0,0,0
2018-03-17,2018,3,17,1,-11,-5,23,0,0,0,0,0
2018-03-18,2018,3,18,0,-7.5,-3.8,21.8,0,0,0,0,0
2018-03-19,2018,3,19,0,-5,-2.5,20.5,0,0,0,0,0
2018-03-20,2018,3,20,2.5,-6,-1.8,19.8,0,0,0,0,0
2018-03-21,2018,3,21,1,-10,-4.5,22.5,0,0,0,0,0
2018-03-22,2018,3,22,1,-7.5,-3.3,21.3,0,0,0,0,0
2018-03-23,2018,3,23,-1,-5,-3,21,0,0,0,0,0
2018-03-24,2018,3,24,0.5,-9,-4.3,22.3,0,0,0,0,0
2018-03-25,2018,3,25,1,-6,-2.5,20.5,0,0,0,0,0
2018-03-26,2018,3,26,5,-11,-3,21,0,0,0,0,0
2018-03-27,2018,3,27,0,-13,-6.5,24.5,0,0,0,0,0
2018-03-28,2018,3,28,-5,0,-2.5,20.5,0,0,0,0,0
2018-03-29,2018,3,29,-11,-8,-9.5,27.5,0,0,0,0,0
2018-03-30,2018,3,30,-13,-31,-22,40,0,0,0,0,0
2018-03-31,2018,3,31,-9,-30,-19.5,37.5,0,0,0,0,0
2018-04-01,2018,4,1,-3.5,-18,-10.8,28.8,0,0,0,0,0
2018-04-02,2018,4,2,-5,-18,-11.5,29.5,0,0,0,0,0
2018-04-03,2018,4,3,-1,-15,-8,26,0,0,0,0,0
2018-04-04,2018,4,4,-2.5,-17,-9.8,27.8,0,0,0,0,0
2018-04-05,2018,4,5,-7.5,-15,-11.3,29.3,0,0,0,0,0
2018-04-06,2018,4,6,-12.5,-23.5,-18,36,0,0,0,0,0
2018-04-07,2018,4,7,-6.5,-21,-13.8,31.8,0,0,0,0,0
2018-04-08,2018,4,8,-3.5,-14.5,-9,27,0,0,0,0,0
2018-04-09,2018,4,9,0.5,-9,-4.3,22.3,0,0,0,0,0
2018-04-10,2018,4,10,6,-11,-2.5,20.5,0,0,0,0,0
2018-04-11,2018,4,11,0.5,-8,-3.8,21.8,0,0,0,0,0
2018-04-12,2018,4,12,0,-3,-1.5,19.5,0,0,0,0,0
2018-04-13,2018,4,13,1,-3,-1,19,0,0,0,0,0
2018-04-14,2018,4,14,3,-5,-1,19,0,0,0,0,0
2018-04-15,2018,4,15,5.5,-4,0.8,17.2,0,0,0,0,0
2018-04-16,2018,4,16,3,-3,0,18,0,0,0,0,0
2018-04-17,2018,4,17,2,-1.5,0.3,17.7,0,0,4,4,0
2018-04-18,2018,4,18,6,-5.5,0.3,17.7,0,0,0,0,0
2018-04-19,2018,4,19,9,-3.5,2.8,15.2,0,0,0,0,0
2018-04-20,2018,4,20,16.5,0,8.3,9.7,0,0,0,0,0
2018-04-21,2018,4,21,20.5,1,10.8,7.2,0,0,0,0,0
2018-04-22,2018,4,22,15,3.5,9.3,8.7,0,0,0,0,0
2018-04-23,2018,4,23,13.5,-1,6.3,11.7,0,0,0,0,0
2018-04-24,2018,4,24,20,-1.5,9.3,8.7,0,0,0,0,0
2018-04-25,2018,4,25,18,7,12.5,5.5,0,0,0,0,0
2018-04-26,2018,4,26,22,-0.5,10.8,7.2,0,0,0,0,0
2018-04-27,2018,4,27,14.5,0,7.3,10.7,0,0,0,0,0
2018-04-28,2018,4,28,24,0,12,6,0,0,0,0,0
2018-04-29,2018,4,29,24,5.5,14.8,3.2,0,0,0,0,0
2018-04-30,2018,4,30,11.5,-4,3.8,14.2,0,0,0,0,0
2018-05-01,2018,5,1,14.5,-3,5.8,12.2,0,0,0,0,0
2018-05-02,2018,5,2,17,3,10,8,0,0,0,0,0
2018-05-03,2018,5,3,21,6,13.5,4.5,0,0,0,0,0
2018-05-04,2018,5,4,24,5,14.5,3.5,0,0,0,0,0
2018-05-05,2018,5,5,24,8,16,2,0,0,0,0,0
2018-05-06,2018,5,6,27,6.5,16.8,1.2,0,0,0,0,0
2018-05-07,2018,5,7,26.5,10.5,18.5,0,0.5,0,0,0,0
2018-05-08,2018,5,8,23,9,16,2,0,3.2,0,3.2,0
2018-05-09,2018,5,9,14.5,5,9.8,8.2,0,0,0,0,0
2018-05-10,2018,5,10,13,3,8,10,0,0,0,0,0
2018-05-11,2018,5,11,15,5.5,10.3,7.7,0,0,0,0,0
2018-05-12,2018,5,12,18,1,9.5,8.5,0,0,0,0,0
2018-05-13,2018,5,13,27.5,4.5,16,2,0,0,0,0,0
2018-05-14,2018,5,14,24,6.5,15.3,2.7,0,0,0,0,0
2018-05-15,2018,5,15,33,12,22.5,0,4.5,0,0,0,0
2018-05-16,2018,5,16,27.5,8.5,18,0,0,5.2,0,5.2,0
2018-05-17,2018,5,17,14.5,9,11.8,6.2,0,1,0,1,0
2018-05-18,2018,5,18,17.5,6,11.8,6.2,0,0,0,0,0
2018-05-19,2018,5,19,21.5,3,12.3,5.7,0,0,0,0,0
2018-05-20,2018,5,20,24,3,13.5,4.5,0,0,0,0,0
2018-05-21,2018,5,21,29.5,7,18.3,0,0.3,0,0,0,0
2018-05-22,2018,5,22,29,12,20.5,0,2.5,0,0,0,0
2018-05-23,2018,5,23,28.5,10.5,19.5,0,1.5,5.8,0,5.8,0
2018-05-24,2018,5,24,24,14,19,0,1,0.8,0,0.8,0
2018-05-25,2018,5,25,28,11.5,19.8,0,1.8,0,0,0,0
2018-05-26,2018,5,26,30.5,12,21.3,0,3.3,0.4,0,0.4,0
2018-05-27,2018,5,27,26,14,20,0,2,0,0,0,0
2018-05-28,2018,5,28,29,11,20,0,2,0,0,0,0
2018-05-29,2018,5,29,29,4.5,16.8,1.2,0,4,0,4,0
2018-05-30,2018,5,30,29,15,22,0,4,11,0,11,0
2018-05-31,2018,5,31,16.5,10,13.3,4.7,0,12,0,12,0
2018-06-01,2018,6,1,20,11.5,15.8,2.2,0,26,0,26,0
2018-06-02,2018,6,2,16.5,9.5,13,5,0,0.7,0,0.7,0
2018-06-03,2018,6,3,23,13,18,0,0,0,0,0,0
2018-06-04,2018,6,4,27.5,9,18.3,0,0.3,7,0,7,0
2018-06-05,2018,6,5,20,11,15.5,2.5,0,0,0,0,0
2018-06-06,2018,6,6,26,7.5,16.8,1.2,0,0,0,0,0
2018-06-07,2018,6,7,26,11,18.5,0,0.5,14,0,14,0
2018-06-08,2018,6,8,19.5,11,15.3,2.7,0,0.3,0,0.3,0
2018-06-09,2018,6,9,28,11,19.5,0,1.5,0,0,0,0
2018-06-10,2018,6,10,26.5,15,20.8,0,2.8,0,0,0,0
2018-06-11,2018,6,11,21,7.5,14.3,3.7,0,0,0,0,0
2018-06-12,2018,6,12,23,6.5,14.8,3.2,0,0,0,0,0
2018-06-13,2018,6,13,26.5,8,17.3,0.7,0,0,0,0,0
2018-06-14,2018,6,14,21.5,12,16.8,1.2,0,2.6,0,2.6,0
2018-06-15,2018,6,15,22,9.5,15.8,2.2,0,0,0,0,0
2018-06-16,2018,6,16,21,10.5,15.8,2.2,0,0,0,0,0
2018-06-17,2018,6,17,25,10,17.5,0.5,0,0,0,0,0
2018-06-18,2018,6,18,26.5,10,18.3,0,0.3,0,0,0,0
2018-06-19,2018,6,19,25.5,11.5,18.5,0,0.5,0,0,0,0
2018-06-20,2018,6,20,28,12,20,0,2,0,0,0,0
2018-06-21,2018,6,21,28,14,21,0,3,0,0,0,0
2018-06-22,2018,6,22,30,14,22,0,4,0,0,0,0
2018-06-23,2018,6,23,26.5,14,20.3,0,2.3,0,0,0,0
2018-06-24,2018,6,24,28.5,15,21.8,0,3.8,0,0,0,0
2018-06-25,2018,6,25,29,13.5,21.3,0,3.3,0,0,0,0
2018-06-26,2018,6,26,25.5,15,20.3,0,2.3,0,0,0,0
2018-06-27,2018,6,27,25.5,6.5,16,2,0,0,0,0,0
2018-06-28,2018,6,28,28.5,12.5,20.5,0,2.5,0,0,0,0
2018-06-29,2018,6,29,23,15,19,0,1,0,0,0,0
2018-06-30,2018,6,30,24,12.5,18.3,0,0.3,0,0,0,0
2018-07-01,2018,7,1,22,12.5,17.3,0.7,0,0,0,0,0
2018-07-02,2018,7,2,24,10,17,1,0,1.6,0,1.6,0
2018-07-03,2018,7,3,23.5,11.5,17.5,0.5,0,10.2,0,10.2,0
2018-07-04,2018,7,4,19.5,11.5,15.5,2.5,0,1,0,1,0
2018-07-05,2018,7,5,26,8,17,1,0,0,0,0,0
2018-07-06,2018,7,6,34.5,14,24.3,0,6.3,0.8,0,0.8,0
2018-07-07,2018,7,7,31,18,24.5,0,6.5,0,0,0,0
2018-07-08,2018,7,8,26.5,11,18.8,0,0.8,0,0,0,0
2018-07-09,2018,7,9,29,10.5,19.8,0,1.8,0,0,0,0
2018-07-10,2018,7,10,27,15,21,0,3,4,0,4,0
2018-07-11,2018,7,11,25,16,20.5,0,2.5,0,0,0,0
2018-07-12,2018,7,12,30,14,22,0,4,0,0,0,0
2018-07-13,2018,7,13,34,14,24,0,6,0,0,0,0
2018-07-14,2018,7,14,22.5,16.5,19.5,0,1.5,0,0,0,0
2018-07-15,2018,7,15,25.5,8.5,17,1,0,0,0,0,0
2018-07-16,2018,7,16,25.5,10,17.8,0.2,0,0,0,0,0
2018-07-17,2018,7,17,33.5,9,21.3,0,3.3,0,0,0,0
2018-07-18,2018,7,18,32.5,18,25.3,0,7.3,0,0,0,0
2018-07-19,2018,7,19,32,16,24,0,6,0,0,0,0
2018-07-20,2018,7,20,28,11,19.5,0,1.5,4,0,4,0
2018-07-21,2018,7,21,NA,15.5,NA,NA,NA,NA,NA,NA,0
2018-07-22,2018,7,22,29,NA,NA,NA,NA,4.1,0,4.1,NA
2018-07-23,2018,7,23,24,10,17,1,0,0,0,0,0
2018-07-24,2018,7,24,23,8,15.5,2.5,0,2,0,2,0
2018-07-25,2018,7,25,21.5,11,16.3,1.7,0,0,0,0,0
2018-07-26,2018,7,26,21.5,8,14.8,3.2,0,0,0,0,0
2018-07-27,2018,7,27,25.5,9,17.3,0.7,0,0,0,0,0
2018-07-28,2018,7,28,28,9,18.5,0,0.5,0,0,0,0
2018-07-29,2018,7,29,29.5,8.5,19,0,1,0,0,0,0
2018-07-30,2018,7,30,32,12,22,0,4,0,0,0,0
2018-07-31,2018,7,31,24,15,19.5,0,1.5,0,0,0,0
2018-08-01,2018,8,1,26.5,8,17.3,0.7,0,4.2,0,4.2,0
2018-08-02,2018,8,2,19.5,15,17.3,0.7,0,0,0,0,0
2018-08-03,2018,8,3,29,5.5,17.3,0.7,0,0.8,0,0.8,0
2018-08-04,2018,8,4,23.5,11.5,17.5,0.5,0,0.6,0,0.6,0
2018-08-05,2018,8,5,23.5,13,18.3,0,0.3,10,0,10,0
2018-08-06,2018,8,6,28,12,20,0,2,0,0,0,0
2018-08-07,2018,8,7,32.5,13,22.8,0,4.8,0,0,0,0
2018-08-08,2018,8,8,30,11,20.5,0,2.5,0,0,0,0
2018-08-09,2018,8,9,33.5,14.5,24,0,6,0,0,0,0
2018-08-10,2018,8,10,38.5,13,25.8,0,7.8,0,0,0,0
2018-08-11,2018,8,11,41.5,18,29.8,0,11.8,0,0,0,0
2018-08-12,2018,8,12,26.5,16,21.3,0,3.3,0,0,0,0
2018-08-13,2018,8,13,18,11,14.5,3.5,0,0.2,0,0.2,0
2018-08-14,2018,8,14,27.5,5.5,16.5,1.5,0,0,0,0,0
2018-08-15,2018,8,15,31.5,13,22.3,0,4.3,0,0,0,0
2018-08-16,2018,8,16,28.5,13,20.8,0,2.8,0,0,0,0
2018-08-17,2018,8,17,34,14,24,0,6,0,0,0,0
2018-08-18,2018,8,18,25,17,21,0,3,0,0,0,0
2018-08-19,2018,8,19,23.5,4,13.8,4.2,0,0,0,0,0
2018-08-20,2018,8,20,23.5,8.5,16,2,0,0,0,0,0
2018-08-21,2018,8,21,26.5,6.5,16.5,1.5,0,0,0,0,0
2018-08-22,2018,8,22,29,9.5,19.3,0,1.3,0,0,0,0
2018-08-23,2018,8,23,33,12,22.5,0,4.5,0,0,0,0
2018-08-24,2018,8,24,28,10,19,0,1,0,0,0,0
2018-08-25,2018,8,25,20,7,13.5,4.5,0,0,0,0,0
2018-08-26,2018,8,26,15,6.5,10.8,7.2,0,3.8,0,3.8,0
2018-08-27,2018,8,27,15.5,7,11.3,6.7,0,3.8,0,3.8,0
2018-08-28,2018,8,28,17,9,13,5,0,0,0,0,0
2018-08-29,2018,8,29,26.5,5,15.8,2.2,0,0,0,0,0
2018-08-30,2018,8,30,24,12,18,0,0,2,0,2,0
2018-08-31,2018,8,31,20,8.5,14.3,3.7,0,0,0,0,0
2018-09-01,2018,9,1,24,5,14.5,3.5,0,0,0,0,0
2018-09-02,2018,9,2,19.5,3,11.3,6.7,0,0,0,0,0
2018-09-03,2018,9,3,27.5,5.5,16.5,1.5,0,0,0,0,0
2018-09-04,2018,9,4,15,5.5,10.3,7.7,0,0,0,0,0
2018-09-05,2018,9,5,22,1,11.5,6.5,0,0,0,0,0
2018-09-06,2018,9,6,25,1,13,5,0,0,0,0,0
2018-09-07,2018,9,7,24,1,12.5,5.5,0,0,0,0,0
2018-09-08,2018,9,8,25.5,11,18.3,0,0.3,0,0,0,0
2018-09-09,2018,9,9,22,11,16.5,1.5,0,0,0,0,0
2018-09-10,2018,9,10,24,0,12,6,0,0,0,0,0
2018-09-11,2018,9,11,17,0,8.5,9.5,0,0,0,0,0
2018-09-12,2018,9,12,15.5,4,9.8,8.2,0,1.6,0,1.6,0
2018-09-13,2018,9,13,15,4,9.5,8.5,0,2.4,0,2.4,0
2018-09-14,2018,9,14,9.5,4.5,7,11,0,0,0,0,0
2018-09-15,2018,9,15,17,4,10.5,7.5,0,23.6,0,23.6,0
2018-09-16,2018,9,16,10.5,8,9.3,8.7,0,0.2,0,0.2,0
2018-09-17,2018,9,17,16.5,7,11.8,6.2,0,0.8,0,0.8,0
2018-09-18,2018,9,18,8.5,5,6.8,11.2,0,0,0,0,0
2018-09-19,2018,9,19,15,3,9,9,0,0,0,0,0
2018-09-20,2018,9,20,9,3,6,12,0,0,0,0,0
2018-09-21,2018,9,21,9,1,5,13,0,10.4,0,10.4,0
2018-09-22,2018,9,22,2,1,1.5,16.5,0,4.6,0,4.6,0
2018-09-23,2018,9,23,4,0,2,16,0,1,0,1,0
2018-09-24,2018,9,24,10,2,6,12,0,0,0,0,0
2018-09-25,2018,9,25,12.5,2,7.3,10.7,0,0.6,0,0.6,0
2018-09-26,2018,9,26,15.5,2,8.8,9.2,0,0,0,0,0
2018-09-27,2018,9,27,9.5,-0.5,4.5,13.5,0,0,0,0,0
2018-09-28,2018,9,28,8.5,-3,2.8,15.2,0,0,0,0,0
2018-09-29,2018,9,29,8.5,-1.5,3.5,14.5,0,0,0,0,0
2018-09-30,2018,9,30,4.5,-5,-0.3,18.3,0,0,0,0,0
2018-10-01,2018,10,1,5.5,-1.5,2,16,0,5.4,0,5.4,0
2018-10-02,2018,10,2,1,-0.5,0.3,17.7,0,0,2,2,0
2018-10-03,2018,10,3,5,-1,2,16,0,0,0,0,0
2018-10-04,2018,10,4,5,-6,-0.5,18.5,0,6,0,6,0
2018-10-05,2018,10,5,4,-8,-2,20,0,0,0,0,0
2018-10-06,2018,10,6,11,-4,3.5,14.5,0,0,0,0,0
2018-10-07,2018,10,7,11,-2,4.5,13.5,0,0,0,0,0
2018-10-08,2018,10,8,4,-3.5,0.3,17.7,0,0,0,0,0
2018-10-09,2018,10,9,2,-2.5,-0.3,18.3,0,0,0,0,0
2018-10-10,2018,10,10,4.5,-7.5,-1.5,19.5,0,0,0,0,0
2018-10-11,2018,10,11,6,-7,-0.5,18.5,0,0,0,0,0
2018-10-12,2018,10,12,7.5,-7,0.3,17.7,0,6.2,0,6.2,0
2018-10-13,2018,10,13,-2,-4,-3,21,0,0,0,0,0
2018-10-14,2018,10,14,5,-4,0.5,17.5,0,0,0,0,0
2018-10-15,2018,10,15,13,-4.5,4.3,13.7,0,0,0,0,0
2018-10-16,2018,10,16,9.5,-0.5,4.5,13.5,0,0,0,0,0
2018-10-17,2018,10,17,NA,-1,NA,NA,NA,NA,NA,NA,0
2018-10-18,2018,10,18,20,NA,NA,NA,NA,0,0,0,NA
2018-10-19,2018,10,19,12.5,-0.5,6,12,0,0,0,0,0
2018-10-20,2018,10,20,13.5,-9,2.3,15.7,0,0,0,0,0
2018-10-21,2018,10,21,15.5,-3,6.3,11.7,0,0,0,0,0
2018-10-22,2018,10,22,NA,-4,NA,NA,NA,NA,NA,NA,0
2018-10-23,2018,10,23,15,NA,NA,NA,NA,0,0,0,NA
2018-10-24,2018,10,24,15.5,-6,4.8,13.2,0,0,0,0,0
2018-10-25,2018,10,25,15.5,-2,6.8,11.2,0,0,0,0,0
2018-10-26,2018,10,26,14,-1,6.5,11.5,0,0,0,0,0
2018-10-27,2018,10,27,13,1,7,11,0,0,0,0,0
2018-10-28,2018,10,28,9,-6,1.5,16.5,0,0,0,0,0
2018-10-29,2018,10,29,13,-2,5.5,12.5,0,0,0,0,0
2018-10-30,2018,10,30,7.5,-2,2.8,15.2,0,0,0,0,0
2018-10-31,2018,10,31,9.5,0,4.8,13.2,0,0,0,0,0
2018-11-01,2018,11,1,7.5,-1,3.3,14.7,0,0,0,0,0
2018-11-02,2018,11,2,1,-2,-0.5,18.5,0,0,0,0,0
2018-11-03,2018,11,3,1,-3.5,-1.3,19.3,0,0,0,0,0
2018-11-04,2018,11,4,3.5,-3,0.3,17.7,0,0,0,0,0
2018-11-05,2018,11,5,-2.5,-3,-2.8,20.8,0,0,0,0,0
2018-11-06,2018,11,6,-9,-10,-9.5,27.5,0,0,0,0,0
2018-11-07,2018,11,7,-9.5,-11.5,-10.5,28.5,0,0,0,0,0
2018-11-08,2018,11,8,-9,-12,-10.5,28.5,0,0,0,0,0
2018-11-09,2018,11,9,-4.5,-24,-14.3,32.3,0,0,0,0,0
2018-11-10,2018,11,10,-5.5,-21,-13.3,31.3,0,0,0,0,0
2018-11-11,2018,11,11,-9,-10,-9.5,27.5,0,0,0,0,0
2018-11-12,2018,11,12,11,-12.5,-0.8,18.8,0,0,0,0,0
2018-11-13,2018,11,13,3.5,-3,0.3,17.7,0,0,0,0,0
2018-11-14,2018,11,14,5.5,-5,0.3,17.7,0,0,0,0,0
2018-11-15,2018,11,15,-3,-1,-2,20,0,0,0,0,0
2018-11-16,2018,11,16,-12,-12,-12,30,0,0,0,0,0
2018-11-17,2018,11,17,-8,-20,-14,32,0,0,0,0,0
2018-11-18,2018,11,18,-6.5,-13.5,-10,28,0,0,0,0,0
2018-11-19,2018,11,19,2,-14,-6,24,0,0,0,0,0
2018-11-20,2018,11,20,0,-12,-6,24,0,0,0,0,0
2018-11-21,2018,11,21,1,-6,-2.5,20.5,0,0,0,0,0
2018-11-22,2018,11,22,-3,-5,-4,22,0,0,0,0,0
2018-11-23,2018,11,23,3,-4,-0.5,18.5,0,0,0,0,0
2018-11-24,2018,11,24,-5.5,-6.5,-6,24,0,0,0,0,0
2018-11-25,2018,11,25,-6,-7,-6.5,24.5,0,0,0,0,0
2018-11-26,2018,11,26,-5,-10,-7.5,25.5,0,0,0,0,0
2018-11-27,2018,11,27,-2,-7,-4.5,22.5,0,0,0,0,0
2018-11-28,2018,11,28,-3,-6,-4.5,22.5,0,0,0,0,0
2018-11-29,2018,11,29,-2.5,-6,-4.3,22.3,0,0,0,0,0
2018-11-30,2018,11,30,-4,-6.5,-5.3,23.3,0,0,0,0,0
2018-12-01,2018,12,1,-5,-6.5,-5.8,23.8,0,0,0,0,0
2018-12-02,2018,12,2,-3.5,-8,-5.8,23.8,0,0,0,0,0
2018-12-03,2018,12,3,-6,-10.5,-8.3,26.3,0,0,0,0,0
2018-12-04,2018,12,4,-6,-9,-7.5,25.5,0,0,0,0,0
2018-12-05,2018,12,5,-5,-11,-8,26,0,0,0,0,0
2018-12-06,2018,12,6,-9,-14,-11.5,29.5,0,0,0,0,0
2018-12-07,2018,12,7,-8,-19,-13.5,31.5,0,0,0,0,0
2018-12-08,2018,12,8,-9,-17,-13,31,0,0,0,0,0
2018-12-09,2018,12,9,-3,-15,-9,27,0,0,0,0,0
2018-12-10,2018,12,10,1,-14,-6.5,24.5,0,0,0,0,0
2018-12-11,2018,12,11,1,-9,-4,22,0,0,0,0,0
2018-12-12,2018,12,12,0.5,-8,-3.8,21.8,0,0,0,0,0
2018-12-13,2018,12,13,2,-10,-4,22,0,0,0,0,0
2018-12-14,2018,12,14,4.5,-9,-2.3,20.3,0,0,0,0,0
2018-12-15,2018,12,15,4.5,-5,-0.3,18.3,0,0,0,0,0
2018-12-16,2018,12,16,-5,-10,-7.5,25.5,0,0,0,0,0
2018-12-17,2018,12,17,3.5,-9.5,-3,21,0,0,0,0,0
2018-12-18,2018,12,18,4,-6.5,-1.3,19.3,0,0,0,0,0
2018-12-19,2018,12,19,2,-1.5,0.3,17.7,0,0,0,0,0
2018-12-20,2018,12,20,2.5,-6,-1.8,19.8,0,0,0,0,0
2018-12-21,2018,12,21,3,-6.5,-1.8,19.8,0,0,0,0,0
2018-12-22,2018,12,22,-6,-6.5,-6.3,24.3,0,0,0,0,0
2018-12-23,2018,12,23,-5.5,-14,-9.8,27.8,0,0,0,0,0
2018-12-24,2018,12,24,-7.5,-14,-10.8,28.8,0,0,0,0,0
2018-12-25,2018,12,25,-8,-13,-10.5,28.5,0,0,0,0,0
2018-12-26,2018,12,26,-7.5,-16,-11.8,29.8,0,0,0,0,0
2018-12-27,2018,12,27,-11,-11.5,-11.3,29.3,0,0,0,0,0
2018-12-28,2018,12,28,-5.5,-24,-14.8,32.8,0,0,0,0,0
2018-12-29,2018,12,29,-3,-17,-10,28,0,0,0,0,0
2018-12-30,2018,12,30,-11,-11,-11,29,0,0,0,0,0
2018-12-31,2018,12,31,-17.5,-27,-22.3,40.3,0,0,0,0,0
